"","times","avg"
"V997",996,4.30748154098217
"V998",997,4.30718191238588
"V999",998,4.30687918278224
"V1000",999,4.30657336516557
"V1001",1000,4.30626447246997
"V1002",1001,4.30595251759971
"V1003",1002,4.3056375134072
"V1004",1003,4.30531947270034
"V1005",1004,4.30499840823411
"V1006",1005,4.30467433272342
"V1007",1006,4.30434725884469
"V1008",1007,4.30401719922174
"V1009",1008,4.3036841664428
"V1010",1009,4.30334817305448
"V1011",1010,4.30300923155587
"V1012",1011,4.30266735440078
"V1013",1012,4.30232255400525
"V1014",1013,4.30197484273537
"V1015",1014,4.3016242329104
"V1016",1015,4.30127073681381
"V1017",1016,4.30091436668035
"V1018",1017,4.30055513471189
"V1019",1018,4.30019305305545
"V1020",1019,4.29982813382917
"V1021",1020,4.29946038910235
"V1022",1021,4.2990898309014
"V1023",1022,4.29871647121862
"V1024",1023,4.29834032198924
"V1025",1024,4.29796139511833
"V1026",1025,4.29757970245798
"V1027",1026,4.29719525582658
"V1028",1027,4.29680806700386
"V1029",1028,4.29641814772061
"V1030",1029,4.29602550967923
"V1031",1030,4.29563016452853
"V1032",1031,4.29523212388973
"V1033",1032,4.29483139933181
"V1034",1033,4.29442800238425
"V1035",1034,4.29402194453876
"V1036",1035,4.2936132372404
"V1037",1036,4.29320189190193
"V1038",1037,4.29278791989219
"V1039",1038,4.2923713325447
"V1040",1039,4.29195214115067
"V1041",1040,4.29153035696054
"V1042",1041,4.29110599119101
"V1043",1042,4.29067905501245
"V1044",1043,4.29024955955679
"V1045",1044,4.28981751591523
"V1046",1045,4.28938293514299
"V1047",1046,4.28894582825199
"V1048",1047,4.28850620622172
"V1049",1048,4.2880640799924
"V1050",1049,4.28761946046188
"V1051",1050,4.28717235849469
"V1052",1051,4.2867227849152
"V1053",1052,4.28627075051231
"V1054",1053,4.28581626602606
"V1055",1054,4.28535934216686
"V1056",1055,4.28489998960533
"V1057",1056,4.28443821897049
"V1058",1057,4.28397404086328
"V1059",1058,4.2835074658395
"V1060",1059,4.28303850442835
"V1061",1060,4.28256716710311
"V1062",1061,4.28209346432426
"V1063",1062,4.28161740649909
"V1064",1063,4.2811390039967
"V1065",1064,4.28065826715641
"V1066",1065,4.28017520627262
"V1067",1066,4.27968983161436
"V1068",1067,4.27920215340448
"V1069",1068,4.27871218183643
"V1070",1069,4.27821992706717
"V1071",1070,4.27772539921299
"V1072",1071,4.27722860836311
"V1073",1072,4.27672956456492
"V1074",1073,4.27622827783087
"V1075",1074,4.27572475812771
"V1076",1075,4.27521901540514
"V1077",1076,4.27471105956045
"V1078",1077,4.27420090046983
"V1079",1078,4.27368854796695
"V1080",1079,4.27317401185614
"V1081",1080,4.27265730190077
"V1082",1081,4.2721384278341
"V1083",1082,4.27161739935569
"V1084",1083,4.27109422612279
"V1085",1084,4.27056891776356
"V1086",1085,4.2700414838697
"V1087",1086,4.2695119339999
"V1088",1087,4.268980277681
"V1089",1088,4.2684465244019
"V1090",1089,4.26791068362474
"V1091",1090,4.2673727647724
"V1092",1091,4.26683277723717
"V1093",1092,4.26629073037756
"V1094",1093,4.26574663351369
"V1095",1094,4.26520049593526
"V1096",1095,4.26465232689562
"V1097",1096,4.264102135621
"V1098",1097,4.26354993130151
"V1099",1098,4.26299572309656
"V1100",1099,4.26243952013396
"V1101",1100,4.26188133150698
"V1102",1101,4.26132116627759
"V1103",1102,4.26075903347414
"V1104",1103,4.26019494209203
"V1105",1104,4.25962890109219
"V1106",1105,4.25906091940622
"V1107",1106,4.25849100593275
"V1108",1107,4.25791916954185
"V1109",1108,4.25734541906821
"V1110",1109,4.25676976331794
"V1111",1110,4.25619221106399
"V1112",1111,4.25561277104975
"V1113",1112,4.25503145198798
"V1114",1113,4.25444826255396
"V1115",1114,4.25386321139675
"V1116",1115,4.2532763071288
"V1117",1116,4.25268755833793
"V1118",1117,4.2520969735784
"V1119",1118,4.25150456137557
"V1120",1119,4.25091033022654
"V1121",1120,4.2503142885928
"V1122",1121,4.24971644491288
"V1123",1122,4.24911680758668
"V1124",1123,4.24851538498306
"V1125",1124,4.24791218544756
"V1126",1125,4.24730721728879
"V1127",1126,4.24670048879037
"V1128",1127,4.24609200820561
"V1129",1128,4.24548178375898
"V1130",1129,4.24486982364359
"V1131",1130,4.24425613602235
"V1132",1131,4.24364072903448
"V1133",1132,4.24302361078333
"V1134",1133,4.24240478934536
"V1135",1134,4.24178427276551
"V1136",1135,4.24116206906271
"V1137",1136,4.2405381862218
"V1138",1137,4.23991263220506
"V1139",1138,4.23928541494642
"V1140",1139,4.23865654234717
"V1141",1140,4.23802602228533
"V1142",1141,4.23739386260582
"V1143",1142,4.2367600711305
"V1144",1143,4.23612465564366
"V1145",1144,4.23548762390489
"V1146",1145,4.23484898364906
"V1147",1146,4.2342087425771
"V1148",1147,4.23356690837058
"V1149",1148,4.2329234886796
"V1150",1149,4.23227849112663
"V1151",1150,4.23163192330521
"V1152",1151,4.23098379278355
"V1153",1152,4.23033410710399
"V1154",1153,4.22968287377443
"V1155",1154,4.22903010028014
"V1156",1155,4.22837579408039
"V1157",1156,4.22771996260116
"V1158",1157,4.227062613249
"V1159",1158,4.22640375340136
"V1160",1159,4.2257433904111
"V1161",1160,4.2250815315996
"V1162",1161,4.22441818426632
"V1163",1162,4.22375335568611
"V1164",1163,4.22308705309529
"V1165",1164,4.22241928371347
"V1166",1165,4.22175005473246
"V1167",1166,4.22107937331612
"V1168",1167,4.22040724660461
"V1169",1168,4.21973368171148
"V1170",1169,4.2190586857289
"V1171",1170,4.21838226571401
"V1172",1171,4.21770442870607
"V1173",1172,4.21702518171658
"V1174",1173,4.21634453172912
"V1175",1174,4.21566248570136
"V1176",1175,4.21497905056659
"V1177",1176,4.21429423323579
"V1178",1177,4.2136080405902
"V1179",1178,4.21292047948967
"V1180",1179,4.21223155677039
"V1181",1180,4.21154127924002
"V1182",1181,4.21084965368474
"V1183",1182,4.2101566868636
"V1184",1183,4.20946238551082
"V1185",1184,4.2087667563332
"V1186",1185,4.20806980601526
"V1187",1186,4.2073715412186
"V1188",1187,4.20667196858136
"V1189",1188,4.2059710947157
"V1190",1189,4.20526892621091
"V1191",1190,4.20456546963155
"V1192",1191,4.2038607315176
"V1193",1192,4.20315471838799
"V1194",1193,4.20244743672987
"V1195",1194,4.20173889301468
"V1196",1195,4.20102909368494
"V1197",1196,4.20031804516028
"V1198",1197,4.19960575384188
"V1199",1198,4.19889222610028
"V1200",1199,4.19817746829238
"V1201",1200,4.19746148674131
"V1202",1201,4.1967442877562
"V1203",1202,4.19602587761931
"V1204",1203,4.19530626258354
"V1205",1204,4.19458544888749
"V1206",1205,4.1938634427388
"V1207",1206,4.19314025033016
"V1208",1207,4.19241587782513
"V1209",1208,4.19169033137069
"V1210",1209,4.19096361709157
"V1211",1210,4.19023574108231
"V1212",1211,4.18950670942598
"V1213",1212,4.18877652817224
"V1214",1213,4.18804520335604
"V1215",1214,4.18731274098208
"V1216",1215,4.18657914703885
"V1217",1216,4.1858444274944
"V1218",1217,4.18510858828658
"V1219",1218,4.18437163534388
"V1220",1219,4.18363357456326
"V1221",1220,4.18289441182633
"V1222",1221,4.18215415298905
"V1223",1222,4.18141280388669
"V1224",1223,4.1806703703343
"V1225",1224,4.17992685811568
"V1226",1225,4.17918227300734
"V1227",1226,4.17843662075176
"V1228",1227,4.17768990708388
"V1229",1228,4.17694213770658
"V1230",1229,4.17619331830709
"V1231",1230,4.17544345455594
"V1232",1231,4.17469255208689
"V1233",1232,4.17394061653423
"V1234",1233,4.17318765349008
"V1235",1234,4.17243366854104
"V1236",1235,4.17167866724325
"V1237",1236,4.17092265513681
"V1238",1237,4.17016563774579
"V1239",1238,4.16940762056247
"V1240",1239,4.16864860907317
"V1241",1240,4.16788860873163
"V1242",1241,4.16712762498208
"V1243",1242,4.16636566323948
"V1244",1243,4.16560272889951
"V1245",1244,4.16483882734282
"V1246",1245,4.1640739639217
"V1247",1246,4.16330814397612
"V1248",1247,4.16254137282226
"V1249",1248,4.16177365576523
"V1250",1249,4.16100499807943
"V1251",1250,4.1602354050243
"V1252",1251,4.15946488184544
"V1253",1252,4.15869343375593
"V1254",1253,4.157921065958
"V1255",1254,4.15714778362935
"V1256",1255,4.15637359193712
"V1257",1256,4.15559849601774
"V1258",1257,4.15482250099762
"V1259",1258,4.15404561198526
"V1260",1259,4.15326783406103
"V1261",1260,4.15248917229436
"V1262",1261,4.15170963173161
"V1263",1262,4.15092921740714
"V1264",1263,4.15014793432183
"V1265",1264,4.14936578747007
"V1266",1265,4.14858278182655
"V1267",1266,4.14779892233865
"V1268",1267,4.14701421394698
"V1269",1268,4.14622866156609
"V1270",1269,4.14544227009805
"V1271",1270,4.14465504442366
"V1272",1271,4.14386698940287
"V1273",1272,4.14307810988568
"V1274",1273,4.14228841068829
"V1275",1274,4.14149789662308
"V1276",1275,4.14070657247523
"V1277",1276,4.13991444301794
"V1278",1277,4.13912151300699
"V1279",1278,4.13832778717637
"V1280",1279,4.13753327024925
"V1281",1280,4.13673796692128
"V1282",1281,4.13594188188077
"V1283",1282,4.13514501978968
"V1284",1283,4.13434738529517
"V1285",1284,4.13354898302811
"V1286",1285,4.13274981759842
"V1287",1286,4.13194989360373
"V1288",1287,4.13114921562035
"V1289",1288,4.13034778821354
"V1290",1289,4.12954561592434
"V1291",1290,4.12874270328179
"V1292",1291,4.12793905479764
"V1293",1292,4.12713467496116
"V1294",1293,4.12632956824939
"V1295",1294,4.12552373911782
"V1296",1295,4.12471719201227
"V1297",1296,4.12390993135261
"V1298",1297,4.12310196155254
"V1299",1298,4.12229328700609
"V1300",1299,4.12148391208462
"V1301",1300,4.12067384114952
"V1302",1301,4.11986307854216
"V1303",1302,4.11905162859256
"V1304",1303,4.11823949560421
"V1305",1304,4.11742668387472
"V1306",1305,4.11661319768181
"V1307",1306,4.11579904128077
"V1308",1307,4.11498421892107
"V1309",1308,4.11416873483124
"V1310",1309,4.11335259322582
"V1311",1310,4.11253579829695
"V1312",1311,4.11171835423025
"V1313",1312,4.11090026519343
"V1314",1313,4.11008153532794
"V1315",1314,4.10926216877276
"V1316",1315,4.10844216964373
"V1317",1316,4.10762154204295
"V1318",1317,4.10680029005547
"V1319",1318,4.10597841775688
"V1320",1319,4.10515592920257
"V1321",1320,4.10433282842839
"V1322",1321,4.10350911946478
"V1323",1322,4.10268480631928
"V1324",1323,4.10185989298684
"V1325",1324,4.10103438344325
"V1326",1325,4.10020828165673
"V1327",1326,4.09938159157328
"V1328",1327,4.09855431712552
"V1329",1328,4.09772646223634
"V1330",1329,4.09689803080787
"V1331",1330,4.09606902673039
"V1332",1331,4.09523945387682
"V1333",1332,4.0944093161098
"V1334",1333,4.09357861727229
"V1335",1334,4.09274736119208
"V1336",1335,4.09191555168722
"V1337",1336,4.09108319255529
"V1338",1337,4.09025028758569
"V1339",1338,4.08941684054828
"V1340",1339,4.08858285520401
"V1341",1340,4.0877483352937
"V1342",1341,4.08691328454473
"V1343",1342,4.08607770667519
"V1344",1343,4.08524160538109
"V1345",1344,4.08440498435089
"V1346",1345,4.08356784725513
"V1347",1346,4.0827301977516
"V1348",1347,4.08189203948626
"V1349",1348,4.08105337608618
"V1350",1349,4.08021421117044
"V1351",1350,4.07937454833705
"V1352",1351,4.07853439117811
"V1353",1352,4.07769374326615
"V1354",1353,4.07685260816207
"V1355",1354,4.07601098941311
"V1356",1355,4.07516889055046
"V1357",1356,4.07432631509382
"V1358",1357,4.07348326654889
"V1359",1358,4.07263974841224
"V1360",1359,4.0717957641604
"V1361",1360,4.07095131725989
"V1362",1361,4.07010641116454
"V1363",1362,4.0692610493135
"V1364",1363,4.06841523512939
"V1365",1364,4.06756897202518
"V1366",1365,4.06672226340208
"V1367",1366,4.06587511264362
"V1368",1367,4.06502752312454
"V1369",1368,4.06417949820672
"V1370",1369,4.06333104123575
"V1371",1370,4.06248215554626
"V1372",1371,4.06163284445895
"V1373",1372,4.06078311128433
"V1374",1373,4.05993295931593
"V1375",1374,4.05908239183655
"V1376",1375,4.05823141211807
"V1377",1376,4.05738002341432
"V1378",1377,4.05652822897253
"V1379",1378,4.05567603202398
"V1380",1379,4.05482343579003
"V1381",1380,4.05397044347636
"V1382",1381,4.05311705827869
"V1383",1382,4.05226328338115
"V1384",1383,4.05140912195062
"V1385",1384,4.050554577145
"V1386",1385,4.04969965210981
"V1387",1386,4.04884434997674
"V1388",1387,4.04798867386734
"V1389",1388,4.04713262689202
"V1390",1389,4.04627621214775
"V1391",1390,4.04541943271685
"V1392",1391,4.04456229167292
"V1393",1392,4.04370479207701
"V1394",1393,4.04284693697574
"V1395",1394,4.04198872940569
"V1396",1395,4.04113017239287
"V1397",1396,4.04027126894897
"V1398",1397,4.03941202207572
"V1399",1398,4.03855243476358
"V1400",1399,4.03769250998972
"V1401",1400,4.03683225071889
"V1402",1401,4.03597165990714
"V1403",1402,4.03511074049782
"V1404",1403,4.03424949542112
"V1405",1404,4.03338792759687
"V1406",1405,4.03252603993346
"V1407",1406,4.03166383532567
"V1408",1407,4.03080131665981
"V1409",1408,4.02993848681219
"V1410",1409,4.02907534864526
"V1411",1410,4.02821190501055
"V1412",1411,4.02734815874946
"V1413",1412,4.02648411269145
"V1414",1413,4.02561976965235
"V1415",1414,4.02475513243981
"V1416",1415,4.02389020385023
"V1417",1416,4.02302498666654
"V1418",1417,4.02215948366509
"V1419",1418,4.02129369760897
"V1420",1419,4.02042763125039
"V1421",1420,4.01956128732895
"V1422",1421,4.01869466857695
"V1423",1422,4.01782777771457
"V1424",1423,4.01696061744805
"V1425",1424,4.0160931904769
"V1426",1425,4.01522549948831
"V1427",1426,4.01435754715791
"V1428",1427,4.01348933615203
"V1429",1428,4.01262086912892
"V1430",1429,4.01175214873319
"V1431",1430,4.01088317759775
"V1432",1431,4.01001395834874
"V1433",1432,4.00914449359915
"V1434",1433,4.00827478595149
"V1435",1434,4.00740483799848
"V1436",1435,4.00653465232444
"V1437",1436,4.0056642314994
"V1438",1437,4.00479357808653
"V1439",1438,4.00392269463964
"V1440",1439,4.00305158369973
"V1441",1440,4.00218024779789
"V1442",1441,4.00130868945725
"V1443",1442,4.0004369111891
"V1444",1443,3.9995649154947
"V1445",1444,3.99869270486452
"V1446",1445,3.99782028178021
"V1447",1446,3.99694764871244
"V1448",1447,3.99607480812269
"V1449",1448,3.9952017624668
"V1450",1449,3.99432851418465
"V1451",1450,3.99345506570913
"V1452",1451,3.99258141946289
"V1453",1452,3.99170757785946
"V1454",1453,3.990833543301
"V1455",1454,3.98995931818041
"V1456",1455,3.98908490488397
"V1457",1456,3.98821030578253
"V1458",1457,3.98733552324332
"V1459",1458,3.98646055962146
"V1460",1459,3.98558541726379
"V1461",1460,3.98471009850524
"V1462",1461,3.98383460567313
"V1463",1462,3.98295894108724
"V1464",1463,3.98208310705337
"V1465",1464,3.98120710587189
"V1466",1465,3.98033093983162
"V1467",1466,3.97945461121254
"V1468",1467,3.97857812228676
"V1469",1468,3.97770147531649
"V1470",1469,3.97682467255612
"V1471",1470,3.97594771624797
"V1472",1471,3.97507060862701
"V1473",1472,3.97419335192066
"V1474",1473,3.97331594834283
"V1475",1474,3.97243840010329
"V1476",1475,3.97156070939868
"V1477",1476,3.97068287842021
"V1478",1477,3.96980490934844
"V1479",1478,3.9689268043567
"V1480",1479,3.96804856560902
"V1481",1480,3.96717019525801
"V1482",1481,3.96629169545095
"V1483",1482,3.96541306832441
"V1484",1483,3.9645343160067
"V1485",1484,3.96365544061662
"V1486",1485,3.9627764442648
"V1487",1486,3.96189732905399
"V1488",1487,3.96101809707729
"V1489",1488,3.96013875042188
"V1490",1489,3.9592592911641
"V1491",1490,3.95837972137247
"V1492",1491,3.9575000431075
"V1493",1492,3.95662025841937
"V1494",1493,3.95574036935205
"V1495",1494,3.95486037793835
"V1496",1495,3.9539802862061
"V1497",1496,3.953100096171
"V1498",1497,3.95221980984408
"V1499",1498,3.95133942922825
"V1500",1499,3.95045895631462
"V1501",1500,3.94957839309003
"V1502",1501,3.94869774153021
"V1503",1502,3.94781700360591
"V1504",1503,3.94693618127497
"V1505",1504,3.94605527649208
"V1506",1505,3.9451742912014
"V1507",1506,3.94429322733605
"V1508",1507,3.94341208682809
"V1509",1508,3.94253087159732
"V1510",1509,3.9416495835575
"V1511",1510,3.94076822461089
"V1512",1511,3.93988679665652
"V1513",1512,3.93900530158401
"V1514",1513,3.93812374127099
"V1515",1514,3.93724211759389
"V1516",1515,3.93636043241611
"V1517",1516,3.93547868759686
"V1518",1517,3.93459688498484
"V1519",1518,3.93371502642534
"V1520",1519,3.93283311375346
"V1521",1520,3.93195114879206
"V1522",1521,3.93106913336559
"V1523",1522,3.93018706928242
"V1524",1523,3.9293049583491
"V1525",1524,3.92842280236032
"V1526",1525,3.92754060310766
"V1527",1526,3.92665836237227
"V1528",1527,3.92577608192572
"V1529",1528,3.92489376354114
"V1530",1529,3.92401140897431
"V1531",1530,3.9231290199795
"V1532",1531,3.92224659830105
"V1533",1532,3.92136414567772
"V1534",1533,3.92048166383917
"V1535",1534,3.91959915450648
"V1536",1535,3.91871661939894
"V1537",1536,3.91783406022113
"V1538",1537,3.91695147867721
"V1539",1538,3.9160688764619
"V1540",1539,3.91518625526252
"V1541",1540,3.91430361675887
"V1542",1541,3.91342096262351
"V1543",1542,3.91253829452489
"V1544",1543,3.91165561411854
"V1545",1544,3.91077292305901
"V1546",1545,3.90989022299022
"V1547",1546,3.90900751554899
"V1548",1547,3.90812480236788
"V1549",1548,3.90724208507131
"V1550",1549,3.90635936527779
"V1551",1550,3.90547664459474
"V1552",1551,3.90459392462931
"V1553",1552,3.90371120697655
"V1554",1553,3.90282849322594
"V1555",1554,3.90194578496178
"V1556",1555,3.90106308376009
"V1557",1556,3.90018039119154
"V1558",1557,3.89929770881791
"V1559",1558,3.89841503819877
"V1560",1559,3.89753238088193
"V1561",1560,3.89664973841068
"V1562",1561,3.89576711232333
"V1563",1562,3.8948845041477
"V1564",1563,3.89400191540888
"V1565",1564,3.89311934762193
"V1566",1565,3.8922368023005
"V1567",1566,3.89135428094469
"V1568",1567,3.8904717850544
"V1569",1568,3.88958931612291
"V1570",1569,3.88870687563352
"V1571",1570,3.88782446506532
"V1572",1571,3.88694208588933
"V1573",1572,3.88605973957255
"V1574",1573,3.88517742757247
"V1575",1574,3.8842951513431
"V1576",1575,3.88341291233197
"V1577",1576,3.88253071197757
"V1578",1577,3.88164855171654
"V1579",1578,3.8807664329766
"V1580",1579,3.87988435718076
"V1581",1580,3.87900232574334
"V1582",1581,3.87812034007524
"V1583",1582,3.87723840158063
"V1584",1583,3.87635651165561
"V1585",1584,3.87547467169297
"V1586",1585,3.8745928830767
"V1587",1586,3.87371114718635
"V1588",1587,3.8728294653951
"V1589",1588,3.87194783907215
"V1590",1589,3.87106626957855
"V1591",1590,3.87018475826904
"V1592",1591,3.86930330649528
"V1593",1592,3.86842191559813
"V1594",1593,3.86754058691729
"V1595",1594,3.86665932178308
"V1596",1595,3.86577812152351
"V1597",1596,3.86489698745784
"V1598",1597,3.86401592090025
"V1599",1598,3.86313492316284
"V1600",1599,3.86225399554537
"V1601",1600,3.86137313934641
"V1602",1601,3.86049235585676
"V1603",1602,3.85961164636308
"V1604",1603,3.8587310121457
"V1605",1604,3.85785045447799
"V1606",1605,3.85696997463146
"V1607",1606,3.85608957386596
"V1608",1607,3.85520925344109
"V1609",1608,3.8543290146106
"V1610",1609,3.85344885862025
"V1611",1610,3.85256878671172
"V1612",1611,3.85168880012003
"V1613",1612,3.85080890007638
"V1614",1613,3.84992908780316
"V1615",1614,3.8490493645203
"V1616",1615,3.84816973144204
"V1617",1616,3.84729018977621
"V1618",1617,3.84641074072651
"V1619",1618,3.84553138549198
"V1620",1619,3.84465212526465
"V1621",1620,3.84377296123028
"V1622",1621,3.84289389457128
"V1623",1622,3.84201492646425
"V1624",1623,3.84113605808005
"V1625",1624,3.84025729058419
"V1626",1625,3.83937862513815
"V1627",1626,3.83850006289613
"V1628",1627,3.83762160500776
"V1629",1628,3.83674325262025
"V1630",1629,3.83586500687275
"V1631",1630,3.83498686890071
"V1632",1631,3.83410883983347
"V1633",1632,3.83323092079581
"V1634",1633,3.83235311290648
"V1635",1634,3.83147541727915
"V1636",1635,3.83059783502424
"V1637",1636,3.8297203672449
"V1638",1637,3.8288430150422
"V1639",1638,3.82796577951055
"V1640",1639,3.82708866173925
"V1641",1640,3.82621166281188
"V1642",1641,3.82533478380738
"V1643",1642,3.82445802580109
"V1644",1643,3.82358138986203
"V1645",1644,3.82270487705555
"V1646",1645,3.82182848844194
"V1647",1646,3.82095222507507
"V1648",1647,3.82007608800563
"V1649",1648,3.81920007827979
"V1650",1649,3.81832419693823
"V1651",1650,3.81744844501634
"V1652",1651,3.81657282354564
"V1653",1652,3.81569733355195
"V1654",1653,3.81482197605597
"V1655",1654,3.81394675207483
"V1656",1655,3.8130716626207
"V1657",1656,3.81219670870078
"V1658",1657,3.81132189131826
"V1659",1658,3.81044721147355
"V1660",1659,3.80957267015884
"V1661",1660,3.80869826836328
"V1662",1661,3.80782400707099
"V1663",1662,3.80694988726166
"V1664",1663,3.80607590991021
"V1665",1664,3.80520207598754
"V1666",1665,3.80432838646038
"V1667",1666,3.80345484228855
"V1668",1667,3.8025814444298
"V1669",1668,3.80170819383917
"V1670",1669,3.80083509146304
"V1671",1670,3.79996213824579
"V1672",1671,3.79908933512743
"V1673",1672,3.79821668304271
"V1674",1673,3.7973441829208
"V1675",1674,3.79647183568854
"V1676",1675,3.79559964226852
"V1677",1676,3.79472760357618
"V1678",1677,3.79385572052615
"V1679",1678,3.7929839940285
"V1680",1679,3.7921124249868
"V1681",1680,3.79124101430029
"V1682",1681,3.79036976286594
"V1683",1682,3.78949867157589
"V1684",1683,3.78862774131581
"V1685",1684,3.78775697297001
"V1686",1685,3.78688636741832
"V1687",1686,3.78601592553406
"V1688",1687,3.78514564818844
"V1689",1688,3.78427553624974
"V1690",1689,3.78340559057993
"V1691",1690,3.78253581203563
"V1692",1691,3.78166620147253
"V1693",1692,3.7807967597401
"V1694",1693,3.77992748768298
"V1695",1694,3.7790583861439
"V1696",1695,3.7781894559613
"V1697",1696,3.77732069796786
"V1698",1697,3.77645211299359
"V1699",1698,3.77558370186698
"V1700",1699,3.77471546540812
"V1701",1700,3.77384740443397
"V1702",1701,3.7729795197594
"V1703",1702,3.77211181219378
"V1704",1703,3.7712442825427
"V1705",1704,3.77037693160742
"V1706",1705,3.76950976018796
"V1707",1706,3.76864276907625
"V1708",1707,3.76777595906321
"V1709",1708,3.76690933093747
"V1710",1709,3.76604288548031
"V1711",1710,3.76517662347094
"V1712",1711,3.76431054568371
"V1713",1712,3.76344465289099
"V1714",1713,3.76257894585885
"V1715",1714,3.76171342535027
"V1716",1715,3.76084809212643
"V1717",1716,3.75998294694161
"V1718",1717,3.75911799054918
"V1719",1718,3.75825322369804
"V1720",1719,3.75738864713369
"V1721",1720,3.75652426159655
"V1722",1721,3.75566006782413
"V1723",1722,3.75479606655007
"V1724",1723,3.75393225850423
"V1725",1724,3.75306864441318
"V1726",1725,3.75220522500006
"V1727",1726,3.75134200098408
"V1728",1727,3.75047897308109
"V1729",1728,3.74961614200383
"V1730",1729,3.74875350846033
"V1731",1730,3.74789107315533
"V1732",1731,3.74702883679042
"V1733",1732,3.74616680006231
"V1734",1733,3.7453049636664
"V1735",1734,3.74444332829299
"V1736",1735,3.74358189462929
"V1737",1736,3.74272066335894
"V1738",1737,3.74185963516246
"V1739",1738,3.74099881071896
"V1740",1739,3.74013819069958
"V1741",1740,3.73927777577603
"V1742",1741,3.73841756661352
"V1743",1742,3.73755756387542
"V1744",1743,3.73669776822099
"V1745",1744,3.73583818030634
"V1746",1745,3.73497880078556
"V1747",1746,3.73411963030613
"V1748",1747,3.73326066951729
"V1749",1748,3.73240191906151
"V1750",1749,3.73154337957826
"V1751",1750,3.73068505170367
"V1752",1751,3.72982693607079
"V1753",1752,3.72896903330972
"V1754",1753,3.72811134404512
"V1755",1754,3.72725386890266
"V1756",1755,3.72639660850109
"V1757",1756,3.7255395634565
"V1758",1757,3.7246827343827
"V1759",1758,3.72382612189116
"V1760",1759,3.72296972658887
"V1761",1760,3.7221135490785
"V1762",1761,3.72125758996279
"V1763",1762,3.72040184983787
"V1764",1763,3.71954632929818
"V1765",1764,3.71869102893446
"V1766",1765,3.71783594933623
"V1767",1766,3.71698109108736
"V1768",1767,3.7161264547695
"V1769",1768,3.71527204096421
"V1770",1769,3.71441785024537
"V1771",1770,3.71356388318548
"V1772",1771,3.71271014035418
"V1773",1772,3.71185662231811
"V1774",1773,3.71100332964058
"V1775",1774,3.71015026288143
"V1776",1775,3.70929742260011
"V1777",1776,3.70844480934916
"V1778",1777,3.70759242368104
"V1779",1778,3.70674026614521
"V1780",1779,3.70588833728655
"V1781",1780,3.70503663764767
"V1782",1781,3.70418516776769
"V1783",1782,3.70333392818385
"V1784",1783,3.70248291942894
"V1785",1784,3.70163214203355
"V1786",1785,3.70078159652704
"V1787",1786,3.69993128343292
"V1788",1787,3.69908120327426
"V1789",1788,3.69823135657152
"V1790",1789,3.6973817438407
"V1791",1790,3.6965323655951
"V1792",1791,3.69568322234546
"V1793",1792,3.6948343145999
"V1794",1793,3.6939856428624
"V1795",1794,3.6931372076356
"V1796",1795,3.69228900941918
"V1797",1796,3.69144104870957
"V1798",1797,3.69059332600056
"V1799",1798,3.68974584178502
"V1800",1799,3.68889859655076
"V1801",1800,3.68805159078265
"V1802",1801,3.68720482496469
"V1803",1802,3.68635829957586
"V1804",1803,3.68551201509404
"V1805",1804,3.6846659719939
"V1806",1805,3.68382017074828
"V1807",1806,3.68297461182555
"V1808",1807,3.68212929569241
"V1809",1808,3.68128422281508
"V1810",1809,3.68043939365308
"V1811",1810,3.67959480866573
"V1812",1811,3.67875046830943
"V1813",1812,3.67790637303733
"V1814",1813,3.67706252329992
"V1815",1814,3.6762189195452
"V1816",1815,3.67537556222059
"V1817",1816,3.67453245176725
"V1818",1817,3.67368958862635
"V1819",1818,3.6728469732382
"V1820",1819,3.67200460603639
"V1821",1820,3.67116248745369
"V1822",1821,3.67032061792114
"V1823",1822,3.66947899786528
"V1824",1823,3.66863762771162
"V1825",1824,3.66779650788262
"V1826",1825,3.66695563880027
"V1827",1826,3.66611502088057
"V1828",1827,3.66527465453951
"V1829",1828,3.66443454019198
"V1830",1829,3.66359467824649
"V1831",1830,3.66275506911182
"V1832",1831,3.66191571319283
"V1833",1832,3.661076610893
"V1834",1833,3.66023776261203
"V1835",1834,3.65939916874826
"V1836",1835,3.65856082969844
"V1837",1836,3.65772274585435
"V1838",1837,3.65688491760856
"V1839",1838,3.65604734535023
"V1840",1839,3.65521002946575
"V1841",1840,3.65437297033842
"V1842",1841,3.65353616834981
"V1843",1842,3.6526996238796
"V1844",1843,3.65186333730363
"V1845",1844,3.65102730899746
"V1846",1845,3.65019153933276
"V1847",1846,3.64935602867984
"V1848",1847,3.64852077740613
"V1849",1848,3.64768578587825
"V1850",1849,3.64685105445882
"V1851",1850,3.64601658350799
"V1852",1851,3.6451823733858
"V1853",1852,3.64434842444638
"V1854",1853,3.64351473704564
"V1855",1854,3.64268131153397
"V1856",1855,3.64184814826205
"V1857",1856,3.64101524757719
"V1858",1857,3.64018260982386
"V1859",1858,3.63935023534764
"V1860",1859,3.63851812448693
"V1861",1860,3.63768627758171
"V1862",1861,3.63685469496726
"V1863",1862,3.63602337697752
"V1864",1863,3.63519232394525
"V1865",1864,3.63436153619957
"V1866",1865,3.63353101407022
"V1867",1866,3.6327007578806
"V1868",1867,3.63187076795635
"V1869",1868,3.63104104461845
"V1870",1869,3.63021158818611
"V1871",1870,3.62938239897704
