F1,kin,kout,ktr,kout2,k1,k2,k12,k21,A1,B1,n,A2,B2,n2
0.6349,0.0001775,0.000751656,0.004741,89.26,0.000534577,0.001774,0.002326063,0.000320774,0.0000323,0.003324,0.8639,0.00005864,0.02511,0.9781
0.6349,0.0001775,0.00068937,0.004741,89.26,0.000629012,0.001774,0.0024805,0.000401305,0.0000339,0.003404,0.8599,0.0001026,0.02262,0.8719
0.6349,0.0001775,0.000700289,0.004741,89.26,0.000819369,0.001774,0.002514198,0.000350638,0.0000355,0.003622,0.8591,0.0001582,0.02349,0.8282
0.6349,0.0001775,0.001015438,0.004741,89.26,0.000640924,0.001774,0.003656496,0.00044191,0.0000325,0.003576,0.8715,0.0001271,0.02623,0.8531
0.6349,0.0001775,0.000660625,0.004741,89.26,0.000731112,0.001774,0.003555035,0.000393415,0.000035,0.003458,0.8553,0.00004735,0.0264,0.989
0.6349,0.0001775,0.000789847,0.004741,89.26,0.00064926,0.001774,0.002831273,0.000368904,0.0000314,0.003304,0.8718,0.00004639,0.02374,0.9874
0.6349,0.0001775,0.00071205,0.004741,89.26,0.000599316,0.001774,0.003068873,0.0003799,0.0000394,0.003445,0.8341,0.0001139,0.02543,0.8835
0.6349,0.0001775,0.000699313,0.004741,89.26,0.000603251,0.001774,0.002255164,0.000347778,0.0000304,0.003342,0.877,0.0001718,0.02396,0.8169
0.6349,0.0001775,0.001038126,0.004741,89.26,0.000619652,0.001774,0.003225064,0.000411817,0.0000297,0.003423,0.8831,0.0001408,0.02353,0.8364
0.6349,0.0001775,0.000868752,0.004741,89.26,0.000799762,0.001774,0.003421176,0.000421928,0.0000362,0.003384,0.8491,0.0001193,0.02423,0.8628
0.6349,0.0001775,0.000803254,0.004741,89.26,0.000846376,0.001774,0.003162536,0.000488759,0.0000331,0.003457,0.8663,0.0000881,0.02453,0.9072
0.6349,0.0001775,0.000688265,0.004741,89.26,0.000865365,0.001774,0.00223179,0.00038743,0.0000376,0.003321,0.8379,0.00007058,0.02347,0.9443
0.6349,0.0001775,0.000911908,0.004741,89.26,0.000797531,0.001774,0.003240301,0.000458493,0.0000388,0.003439,0.8352,0.00009217,0.02338,0.8903
0.6349,0.0001775,0.000886922,0.004741,89.26,0.000574883,0.001774,0.002832394,0.000324299,0.0000374,0.003621,0.8463,0.0001006,0.0241,0.8807
0.6349,0.0001775,0.000712434,0.004741,89.26,0.000685119,0.001774,0.004014815,0.000474452,0.0000378,0.003526,0.8432,0.0001048,0.0244,0.8788
0.6349,0.0001775,0.001030506,0.004741,89.26,0.000610056,0.001774,0.003624492,0.000421522,0.0000408,0.003642,0.8357,0.0001532,0.02355,0.8134
0.6349,0.0001775,0.000983401,0.004741,89.26,0.00057787,0.001774,0.003399179,0.00036923,0.0000335,0.003824,0.8753,0.0001191,0.02643,0.8566
0.6349,0.0001775,0.000935489,0.004741,89.26,0.000780251,0.001774,0.002877762,0.000333938,0.0000427,0.003522,0.8242,0.00006028,0.02495,0.9641
0.6349,0.0001775,0.000778001,0.004741,89.26,0.00063148,0.001774,0.002431521,0.000331357,0.000029,0.003374,0.8887,0.000105,0.02506,0.8865
0.6349,0.0001775,0.000907662,0.004741,89.26,0.000788641,0.001774,0.002037592,0.000273428,0.0000365,0.003522,0.8521,0.00008803,0.02308,0.916
0.6349,0.0001775,0.000869253,0.004741,89.26,0.000653032,0.001774,0.003409886,0.000384066,0.000035,0.003615,0.8588,0.00008567,0.02406,0.9092
0.6349,0.0001775,0.000762355,0.004741,89.26,0.000847936,0.001774,0.002549411,0.000354746,0.0000392,0.003491,0.8341,0.0001077,0.02454,0.8903
0.6349,0.0001775,0.00117222,0.004741,89.26,0.000755368,0.001774,0.004160151,0.000428209,0.0000433,0.003539,0.8204,0.0001053,0.02484,0.8764
0.6349,0.0001775,0.000577346,0.004741,89.26,0.00070322,0.001774,0.002069087,0.000385513,0.0000373,0.003493,0.8415,0.0001377,0.02201,0.8345
0.6349,0.0001775,0.000901988,0.004741,89.26,0.000684691,0.001774,0.003431085,0.000484851,0.0000385,0.003528,0.8443,0.0001406,0.02578,0.8451
0.6349,0.0001775,0.001193212,0.004741,89.26,0.000647556,0.001774,0.004150966,0.000413172,0.0000341,0.003477,0.8588,0.00006372,0.02294,0.9316
0.6349,0.0001775,0.000584678,0.004741,89.26,0.000771016,0.001774,0.003629366,0.000414371,0.0000374,0.003648,0.8525,0.0001279,0.02839,0.8602
0.6349,0.0001775,0.000843052,0.004741,89.26,0.000718527,0.001774,0.003725317,0.000401569,0.0000354,0.003443,0.8558,0.0000758,0.02454,0.922
0.6349,0.0001775,0.000891476,0.004741,89.26,0.000793698,0.001774,0.003575985,0.000458897,0.0000307,0.003308,0.8741,0.00008326,0.02224,0.9091
0.6349,0.0001775,0.000931012,0.004741,89.26,0.000744807,0.001774,0.003153284,0.000486328,0.0000315,0.003467,0.8774,0.00009892,0.02301,0.8778
0.6349,0.0001775,0.000823247,0.004741,89.26,0.000736094,0.001774,0.003737928,0.000461658,0.0000321,0.003096,0.8585,0.00005711,0.02364,0.9678
0.6349,0.0001775,0.001455015,0.004741,89.26,0.000681274,0.001774,0.004678628,0.000375943,0.0000391,0.003327,0.8285,0.0001046,0.02406,0.8886
0.6349,0.0001775,0.001216612,0.004741,89.26,0.00059383,0.001774,0.003767237,0.000373983,0.0000344,0.003619,0.8658,0.0001068,0.0215,0.8747
0.6349,0.0001775,0.000679715,0.004741,89.26,0.00067038,0.001774,0.00213996,0.000295962,0.0000331,0.003216,0.8576,0.00007434,0.02671,0.9422
0.6349,0.0001775,0.001040968,0.004741,89.26,0.000755302,0.001774,0.003981103,0.000471564,0.0000367,0.003711,0.8575,0.000123,0.02399,0.8536
0.6349,0.0001775,0.000930235,0.004741,89.26,0.000697794,0.001774,0.003428606,0.000406196,0.0000349,0.003588,0.8636,0.00012,0.02245,0.8509
0.6349,0.0001775,0.00087721,0.004741,89.26,0.000734755,0.001774,0.002766875,0.000391198,0.0000413,0.003683,0.8333,0.0001237,0.02377,0.8478
0.6349,0.0001775,0.000543672,0.004741,89.26,0.000722073,0.001774,0.002500742,0.000359861,0.000035,0.003425,0.856,0.00008397,0.02518,0.9191
0.6349,0.0001775,0.000519658,0.004741,89.26,0.000742043,0.001774,0.004101689,0.000448657,0.0000352,0.003569,0.8603,0.00008751,0.02631,0.9193
0.6349,0.0001775,0.000884852,0.004741,89.26,0.000690704,0.001774,0.003160708,0.000421398,0.0000322,0.003493,0.8704,0.00007027,0.02639,0.9382
0.6349,0.0001775,0.000723891,0.004741,89.26,0.000848442,0.001774,0.00224392,0.000321206,0.0000354,0.003615,0.8569,0.0001496,0.02462,0.8291
0.6349,0.0001775,0.000699745,0.004741,89.26,0.000614359,0.001774,0.00280414,0.000433527,0.000039,0.003449,0.8375,0.0001809,0.02419,0.8014
0.6349,0.0001775,0.00083135,0.004741,89.26,0.000593707,0.001774,0.002546837,0.000324404,0.0000349,0.00373,0.866,0.00009472,0.02368,0.8955
0.6349,0.0001775,0.00079993,0.004741,89.26,0.000723662,0.001774,0.003057294,0.000430647,0.0000431,0.003641,0.8256,0.00008463,0.02502,0.9152
0.6349,0.0001775,0.001186252,0.004741,89.26,0.000658316,0.001774,0.003967282,0.000433932,0.0000373,0.003684,0.8528,0.00009505,0.02303,0.8933
0.6349,0.0001775,0.000595327,0.004741,89.26,0.000757447,0.001774,0.002852613,0.000340704,0.0000397,0.003693,0.84,0.0001471,0.02345,0.8395
0.6349,0.0001775,0.000515128,0.004741,89.26,0.000805438,0.001774,0.002399981,0.000390186,0.0000328,0.003344,0.8622,0.0001086,0.0226,0.8829
0.6349,0.0001775,0.001097214,0.004741,89.26,0.00074484,0.001774,0.00335985,0.000410128,0.0000309,0.003201,0.8657,0.0001134,0.02322,0.8824
0.6349,0.0001775,0.000608898,0.004741,89.26,0.000741876,0.001774,0.00283367,0.000344109,0.0000401,0.003604,0.834,0.0001672,0.02436,0.8178
0.6349,0.0001775,0.000688919,0.004741,89.26,0.000661532,0.001774,0.004427888,0.000558454,0.0000354,0.003616,0.8572,0.00005923,0.02372,0.9569
0.6349,0.0001775,0.000876908,0.004741,89.26,0.000614482,0.001774,0.003201936,0.000393356,0.0000386,0.003363,0.8323,0.00007987,0.02402,0.921
0.6349,0.0001775,0.000777745,0.004741,89.26,0.000560225,0.001774,0.003087754,0.000448863,0.0000309,0.003294,0.8727,0.0001126,0.02543,0.8801
0.6349,0.0001775,0.000691987,0.004741,89.26,0.00063058,0.001774,0.002972209,0.000361055,0.0000315,0.003234,0.8663,0.00009326,0.0284,0.9053
0.6349,0.0001775,0.00110488,0.004741,89.26,0.000714704,0.001774,0.003713762,0.000356218,0.0000359,0.003346,0.8476,0.0001448,0.02159,0.832
0.6349,0.0001775,0.000912088,0.004741,89.26,0.000728729,0.001774,0.002836273,0.000407641,0.000039,0.003476,0.8375,0.0001478,0.02507,0.8277
0.6349,0.0001775,0.000734048,0.004741,89.26,0.000894316,0.001774,0.003368202,0.000434773,0.000037,0.003504,0.8506,0.00009975,0.02383,0.8821
0.6349,0.0001775,0.000960438,0.004741,89.26,0.000744869,0.001774,0.003222882,0.000341116,0.0000445,0.003838,0.8289,0.0001755,0.02403,0.8024
0.6349,0.0001775,0.001014022,0.004741,89.26,0.000582938,0.001774,0.002996711,0.000412234,0.0000368,0.003502,0.8486,0.000117,0.02372,0.8719
0.6349,0.0001775,0.000671061,0.004741,89.26,0.000730544,0.001774,0.002757574,0.000424084,0.0000328,0.003374,0.8641,0.0001605,0.02515,0.827
0.6349,0.0001775,0.001064648,0.004741,89.26,0.000685832,0.001774,0.003672589,0.000372795,0.0000382,0.003732,0.849,0.0001017,0.023,0.8784
0.6349,0.0001775,0.000508557,0.004741,89.26,0.000737526,0.001774,0.002254322,0.000373326,0.0000278,0.003227,0.8941,0.00008885,0.02312,0.9012
0.6349,0.0001775,0.000762649,0.004741,89.26,0.000703679,0.001774,0.003499484,0.000504527,0.0000349,0.003258,0.8465,0.0001306,0.02596,0.8582
0.6349,0.0001775,0.00085318,0.004741,89.26,0.000799532,0.001774,0.001985474,0.000366675,0.0000354,0.003399,0.8509,0.0001044,0.02457,0.8888
0.6349,0.0001775,0.000845891,0.004741,89.26,0.000697649,0.001774,0.002529978,0.00037252,0.0000376,0.003535,0.8508,0.0001391,0.02451,0.8581
0.6349,0.0001775,0.0009676,0.004741,89.26,0.000707622,0.001774,0.003427381,0.000446669,0.0000354,0.003416,0.8531,0.0001213,0.02431,0.8694
0.6349,0.0001775,0.001223499,0.004741,89.26,0.000688416,0.001774,0.003390541,0.000390665,0.0000417,0.003411,0.8215,0.0001117,0.02604,0.8749
0.6349,0.0001775,0.000808097,0.004741,89.26,0.000744124,0.001774,0.003162046,0.000437227,0.0000351,0.003562,0.8603,0.00006037,0.02225,0.9595
0.6349,0.0001775,0.000800004,0.004741,89.26,0.000744253,0.001774,0.002924787,0.000415687,0.0000369,0.003704,0.8552,0.00008441,0.02658,0.9234
0.6349,0.0001775,0.001191669,0.004741,89.26,0.000649319,0.001774,0.003186421,0.00035533,0.0000314,0.003309,0.8753,0.0001106,0.02431,0.8736
0.6349,0.0001775,0.000873423,0.004741,89.26,0.000688534,0.001774,0.00332489,0.000424733,0.0000347,0.003493,0.8572,0.0000847,0.02339,0.9086
0.6349,0.0001775,0.000598909,0.004741,89.26,0.000658501,0.001774,0.002590221,0.000382478,0.0000326,0.003371,0.8658,0.0000871,0.02404,0.9028
0.6349,0.0001775,0.000784937,0.004741,89.26,0.000663536,0.001774,0.003084682,0.000450138,0.0000396,0.003615,0.8408,0.0001099,0.02585,0.878
0.6349,0.0001775,0.00094419,0.004741,89.26,0.000682935,0.001774,0.003481654,0.000422827,0.000029,0.003255,0.8834,0.0001168,0.02226,0.861
0.6349,0.0001775,0.000793679,0.004741,89.26,0.000809527,0.001774,0.002838781,0.000375568,0.0000376,0.003484,0.8429,0.0000898,0.02448,0.9181
0.6349,0.0001775,0.001422297,0.004741,89.26,0.000650295,0.001774,0.005313594,0.000343571,0.0000348,0.003617,0.8608,0.00008594,0.02424,0.9042
0.6349,0.0001775,0.000788401,0.004741,89.26,0.000683222,0.001774,0.002841936,0.000364092,0.0000357,0.003621,0.8559,0.0000965,0.02473,0.9039
0.6349,0.0001775,0.00079112,0.004741,89.26,0.000675631,0.001774,0.0032393,0.000414936,0.000035,0.003365,0.8561,0.00007294,0.02511,0.9417
0.6349,0.0001775,0.001225691,0.004741,89.26,0.000600404,0.001774,0.004062748,0.000449577,0.0000356,0.003607,0.8597,0.0000795,0.0236,0.9177
0.6349,0.0001775,0.000991344,0.004741,89.26,0.000710353,0.001774,0.003355905,0.00036529,0.0000453,0.003425,0.8092,0.0001434,0.02661,0.8493
0.6349,0.0001775,0.000747874,0.004741,89.26,0.000619294,0.001774,0.002403704,0.000384475,0.0000327,0.003352,0.8618,0.00007001,0.02576,0.9416
0.6349,0.0001775,0.000766459,0.004741,89.26,0.000702958,0.001774,0.00366623,0.0004257,0.0000328,0.003499,0.869,0.0001192,0.02312,0.8585
0.6349,0.0001775,0.000617468,0.004741,89.26,0.000752514,0.001774,0.002458588,0.00038767,0.0000328,0.003426,0.8699,0.00008976,0.02499,0.9146
0.6349,0.0001775,0.000765395,0.004741,89.26,0.000673225,0.001774,0.003547251,0.000363728,0.0000326,0.003462,0.8676,0.0001212,0.02664,0.8741
0.6349,0.0001775,0.000938376,0.004741,89.26,0.000623423,0.001774,0.002835959,0.000347575,0.0000368,0.003414,0.8447,0.0001146,0.02443,0.8634
0.6349,0.0001775,0.000760129,0.004741,89.26,0.000702105,0.001774,0.003058328,0.000387897,0.0000359,0.003417,0.8485,0.00008286,0.02429,0.9129
0.6349,0.0001775,0.000595409,0.004741,89.26,0.000757007,0.001774,0.003316127,0.000361135,0.0000393,0.003566,0.838,0.0001366,0.02307,0.8369
0.6349,0.0001775,0.000675044,0.004741,89.26,0.000639286,0.001774,0.002050141,0.000299179,0.000031,0.003342,0.8749,0.000146,0.02398,0.8439
0.6349,0.0001775,0.000549284,0.004741,89.26,0.000763107,0.001774,0.002977304,0.000467181,0.0000356,0.00353,0.8567,0.0001168,0.0238,0.8653
0.6349,0.0001775,0.000795895,0.004741,89.26,0.000529424,0.001774,0.003050258,0.000430575,0.0000337,0.003489,0.8637,0.00006324,0.02295,0.9486
0.6349,0.0001775,0.000833668,0.004741,89.26,0.000769802,0.001774,0.003145876,0.000360491,0.0000264,0.003407,0.9039,0.00007709,0.02246,0.9208
0.6349,0.0001775,0.000896204,0.004741,89.26,0.000837094,0.001774,0.004459535,0.000357707,0.0000363,0.003374,0.8457,0.000117,0.02509,0.8626
0.6349,0.0001775,0.000916325,0.004741,89.26,0.000656234,0.001774,0.003306415,0.000447349,0.0000288,0.003148,0.8756,0.0001188,0.02341,0.8784
0.6349,0.0001775,0.000713986,0.004741,89.26,0.000640698,0.001774,0.00286023,0.000398745,0.0000416,0.003699,0.8332,0.0001323,0.02457,0.8355
0.6349,0.0001775,0.001111121,0.004741,89.26,0.000711857,0.001774,0.002946168,0.000416518,0.0000373,0.003457,0.8452,0.00008583,0.02519,0.9117
0.6349,0.0001775,0.001147866,0.004741,89.26,0.000802539,0.001774,0.004787814,0.000478882,0.000039,0.003653,0.8448,0.0001089,0.02413,0.8805
0.6349,0.0001775,0.000871596,0.004741,89.26,0.000752383,0.001774,0.003690604,0.000434612,0.0000373,0.003552,0.8505,0.00006378,0.02598,0.9568
0.6349,0.0001775,0.000837372,0.004741,89.26,0.000653628,0.001774,0.002348411,0.000319589,0.0000374,0.00332,0.8384,0.0001556,0.02512,0.8318
0.6349,0.0001775,0.000952259,0.004741,89.26,0.00073281,0.001774,0.003315122,0.000358828,0.0000298,0.003406,0.882,0.00009516,0.02227,0.8903
0.6349,0.0001775,0.000857317,0.004741,89.26,0.000732355,0.001774,0.002687267,0.00037308,0.0000392,0.0037,0.8421,0.00007386,0.02499,0.9271
0.6349,0.0001775,0.001185897,0.004741,89.26,0.000745585,0.001774,0.003254083,0.000422868,0.0000381,0.003469,0.838,0.0001332,0.02483,0.8377
0.6349,0.0001775,0.000836611,0.004741,89.26,0.000610482,0.001774,0.002767844,0.000314451,0.0000387,0.003462,0.8388,0.00009734,0.02509,0.8957
0.6349,0.0001775,0.000926633,0.004741,89.26,0.000697631,0.001774,0.003066989,0.00040323,0.0000354,0.003465,0.8544,0.0001014,0.02465,0.8799
0.6349,0.0001775,0.000993325,0.004741,89.26,0.000882328,0.001774,0.002995637,0.000405949,0.0000361,0.003425,0.8507,0.00007918,0.02283,0.9203
0.6349,0.0001775,0.000788548,0.004741,89.26,0.000685259,0.001774,0.003158589,0.000393869,0.0000415,0.00368,0.8317,0.00009229,0.02771,0.9143
0.6349,0.0001775,0.000822043,0.004741,89.26,0.000683222,0.001774,0.003433657,0.000366972,0.0000346,0.003581,0.8633,0.000134,0.02485,0.8399
0.6349,0.0001775,0.000693706,0.004741,89.26,0.000588863,0.001774,0.002568897,0.00036702,0.0000389,0.003532,0.8322,0.0001074,0.02851,0.8965
0.6349,0.0001775,0.000747929,0.004741,89.26,0.000679873,0.001774,0.002328559,0.000302481,0.0000377,0.003736,0.8541,0.0002268,0.026,0.772
0.6349,0.0001775,0.001025246,0.004741,89.26,0.000670776,0.001774,0.004202831,0.000482163,0.0000434,0.004031,0.8329,0.00007938,0.02505,0.9205
0.6349,0.0001775,0.000752583,0.004741,89.26,0.00080729,0.001774,0.002453246,0.000419803,0.0000325,0.003475,0.8661,0.0001027,0.02305,0.8938
0.6349,0.0001775,0.000727129,0.004741,89.26,0.000597866,0.001774,0.002471373,0.000293723,0.0000324,0.00326,0.8598,0.0001002,0.02285,0.8969
0.6349,0.0001775,0.001000546,0.004741,89.26,0.000703924,0.001774,0.003488402,0.00050541,0.0000393,0.003756,0.8426,0.00007026,0.02511,0.9433
0.6349,0.0001775,0.001109064,0.004741,89.26,0.000601318,0.001774,0.003027142,0.000356898,0.00003,0.003355,0.8809,0.000123,0.02203,0.8611
0.6349,0.0001775,0.000718944,0.004741,89.26,0.000668435,0.001774,0.003449837,0.000435358,0.0000397,0.00352,0.8315,0.0001046,0.02518,0.8939
0.6349,0.0001775,0.000800738,0.004741,89.26,0.000720711,0.001774,0.002235057,0.000326838,0.0000368,0.003612,0.8504,0.00009857,0.02371,0.8731
0.6349,0.0001775,0.000761427,0.004741,89.26,0.000679391,0.001774,0.002791328,0.000406228,0.0000356,0.003469,0.8495,0.0001305,0.02225,0.8344
0.6349,0.0001775,0.001013736,0.004741,89.26,0.000758281,0.001774,0.003985395,0.000395176,0.0000322,0.003331,0.8632,0.00006056,0.02621,0.9677
0.6349,0.0001775,0.000779047,0.004741,89.26,0.000604872,0.001774,0.002503724,0.000424097,0.0000387,0.003766,0.8468,0.0001694,0.02498,0.8164
0.6349,0.0001775,0.00090077,0.004741,89.26,0.000581299,0.001774,0.00322905,0.000385135,0.0000372,0.003474,0.8448,0.0000871,0.02551,0.9132
0.6349,0.0001775,0.000978231,0.004741,89.26,0.000731952,0.001774,0.002898403,0.000449577,0.000035,0.003662,0.8598,0.00009826,0.02459,0.8841
0.6349,0.0001775,0.000623469,0.004741,89.26,0.000867039,0.001774,0.002607413,0.000356086,0.000041,0.003539,0.8302,0.00008325,0.02654,0.9177
0.6349,0.0001775,0.000778962,0.004741,89.26,0.000745566,0.001774,0.00313718,0.000404911,0.0000419,0.003436,0.8191,0.00006294,0.0255,0.9478
0.6349,0.0001775,0.001286419,0.004741,89.26,0.000685475,0.001774,0.003705626,0.00039024,0.0000398,0.003629,0.8383,0.0001613,0.02531,0.8213
0.6349,0.0001775,0.000794914,0.004741,89.26,0.000613907,0.001774,0.002594323,0.000339356,0.0000389,0.00352,0.8389,0.00008384,0.02655,0.9141
0.6349,0.0001775,0.001066067,0.004741,89.26,0.00086249,0.001774,0.003335449,0.000394016,0.000035,0.00331,0.8518,0.00008109,0.0231,0.9227
0.6349,0.0001775,0.000714195,0.004741,89.26,0.00068147,0.001774,0.003063674,0.000392018,0.0000403,0.003866,0.8412,0.0001517,0.0239,0.8291
0.6349,0.0001775,0.001076969,0.004741,89.26,0.000747913,0.001774,0.003241137,0.000406585,0.0000384,0.003495,0.8388,0.0001263,0.02589,0.8634
0.6349,0.0001775,0.000808042,0.004741,89.26,0.000666545,0.001774,0.002901731,0.000473324,0.0000428,0.003697,0.828,0.0001225,0.02517,0.8581
0.6349,0.0001775,0.001013511,0.004741,89.26,0.000646473,0.001774,0.00340688,0.000432456,0.0000352,0.003302,0.8475,0.00008494,0.02612,0.9182
0.6349,0.0001775,0.000630309,0.004741,89.26,0.000724142,0.001774,0.002774156,0.000442251,0.0000437,0.003878,0.828,0.0001257,0.02301,0.8521
0.6349,0.0001775,0.000988774,0.004741,89.26,0.000629278,0.001774,0.003793009,0.000474675,0.000039,0.003857,0.8531,0.0001338,0.02323,0.8337
0.6349,0.0001775,0.000832877,0.004741,89.26,0.000855491,0.001774,0.003073282,0.000388191,0.0000308,0.003432,0.8761,0.0001271,0.02623,0.8686
0.6349,0.0001775,0.000817481,0.004741,89.26,0.000792655,0.001774,0.002045286,0.000287308,0.0000328,0.003542,0.8692,0.00007411,0.02355,0.9212
0.6349,0.0001775,0.000972423,0.004741,89.26,0.000745651,0.001774,0.003622029,0.000438115,0.0000431,0.003714,0.8286,0.0001495,0.02625,0.8374
0.6349,0.0001775,0.001159148,0.004741,89.26,0.000732899,0.001774,0.003564569,0.000350328,0.0000314,0.003344,0.8703,0.0001126,0.02241,0.8741
0.6349,0.0001775,0.000845648,0.004741,89.26,0.000702919,0.001774,0.003111222,0.000434108,0.0000373,0.003686,0.8476,0.00009886,0.02169,0.89
0.6349,0.0001775,0.001045675,0.004741,89.26,0.000677314,0.001774,0.003088193,0.000363889,0.0000379,0.003466,0.8405,0.00008068,0.02378,0.9145
0.6349,0.0001775,0.000693003,0.004741,89.26,0.000673927,0.001774,0.00296925,0.000405028,0.0000457,0.003989,0.8279,0.0001177,0.02297,0.8762
0.6349,0.0001775,0.00078642,0.004741,89.26,0.000728113,0.001774,0.003672063,0.000442961,0.0000319,0.00341,0.8685,0.0001219,0.02514,0.8563
0.6349,0.0001775,0.000968264,0.004741,89.26,0.000654922,0.001774,0.003276818,0.000415962,0.0000351,0.003732,0.8618,0.0001424,0.0244,0.8415
0.6349,0.0001775,0.000903228,0.004741,89.26,0.000617642,0.001774,0.002935587,0.000350558,0.0000308,0.003349,0.8714,0.0001198,0.02141,0.8644
0.6349,0.0001775,0.00061615,0.004741,89.26,0.000690761,0.001774,0.003142988,0.000468728,0.0000339,0.003613,0.8639,0.00009024,0.02279,0.9011
0.6349,0.0001775,0.000991731,0.004741,89.26,0.000796219,0.001774,0.003489627,0.00041649,0.0000374,0.003599,0.8497,0.00009478,0.02407,0.9057
0.6349,0.0001775,0.000664605,0.004741,89.26,0.000621966,0.001774,0.002512538,0.000387006,0.0000382,0.003707,0.8494,0.00007632,0.02381,0.9234
0.6349,0.0001775,0.000575827,0.004741,89.26,0.000484872,0.001774,0.002335267,0.000379848,0.0000391,0.003571,0.8412,0.0001221,0.02551,0.8658
0.6349,0.0001775,0.000869117,0.004741,89.26,0.000676288,0.001774,0.002784166,0.000353779,0.0000304,0.003317,0.8801,0.000117,0.02313,0.8578
0.6349,0.0001775,0.001288091,0.004741,89.26,0.000733809,0.001774,0.00381086,0.00040986,0.0000363,0.0037,0.8574,0.0001551,0.02191,0.825
0.6349,0.0001775,0.000882937,0.004741,89.26,0.000652973,0.001774,0.002398153,0.000346329,0.0000363,0.003473,0.8521,0.0001403,0.02493,0.8505
0.6349,0.0001775,0.001443634,0.004741,89.26,0.000525614,0.001774,0.003976396,0.000506832,0.0000364,0.00352,0.8475,0.0001372,0.02795,0.8548
0.6349,0.0001775,0.00082267,0.004741,89.26,0.000887618,0.001774,0.002866664,0.000420822,0.0000372,0.003465,0.8412,0.00009613,0.02502,0.8944
0.6349,0.0001775,0.000602423,0.004741,89.26,0.000729006,0.001774,0.002049704,0.000344181,0.0000364,0.003545,0.8467,0.00008979,0.02426,0.902
0.6349,0.0001775,0.000777305,0.004741,89.26,0.000638721,0.001774,0.002976754,0.00039359,0.0000295,0.003465,0.8861,0.00006061,0.02478,0.9612
0.6349,0.0001775,0.000864234,0.004741,89.26,0.000747353,0.001774,0.003482877,0.000474833,0.0000331,0.003495,0.8638,0.0001213,0.02449,0.8529
0.6349,0.0001775,0.000902837,0.004741,89.26,0.000595527,0.001774,0.003814499,0.000386099,0.0000353,0.003523,0.8531,0.0001058,0.02789,0.8959
0.6349,0.0001775,0.000793698,0.004741,89.26,0.000676088,0.001774,0.00402686,0.000501103,0.000033,0.003333,0.8617,0.00003864,0.024,1.013
0.6349,0.0001775,0.000656257,0.004741,89.26,0.000676872,0.001774,0.002810929,0.000394849,0.0000328,0.003388,0.8627,0.0000737,0.02506,0.9209
0.6349,0.0001775,0.000926618,0.004741,89.26,0.000709228,0.001774,0.003659024,0.000409736,0.000037,0.003582,0.8497,0.0001147,0.02238,0.8608
0.6349,0.0001775,0.00092921,0.004741,89.26,0.00064198,0.001774,0.003302781,0.000446663,0.0000375,0.003353,0.8404,0.00009817,0.02498,0.9051
0.6349,0.0001775,0.000911342,0.004741,89.26,0.000753098,0.001774,0.003979465,0.000421971,0.0000381,0.003685,0.8448,0.00008217,0.02408,0.9205
0.6349,0.0001775,0.000726968,0.004741,89.26,0.000721961,0.001774,0.002432065,0.000370118,0.0000382,0.003505,0.8431,0.0001178,0.02521,0.8696
0.6349,0.0001775,0.00133391,0.004741,89.26,0.000578861,0.001774,0.003497898,0.000364727,0.0000268,0.0033,0.8925,0.00005846,0.02477,0.9735
0.6349,0.0001775,0.000751054,0.004741,89.26,0.000641399,0.001774,0.003609217,0.000484485,0.0000339,0.003472,0.8587,0.00008766,0.02538,0.9131
0.6349,0.0001775,0.001013941,0.004741,89.26,0.000647578,0.001774,0.004070356,0.000384813,0.0000469,0.003692,0.808,0.0001859,0.02683,0.8079
0.6349,0.0001775,0.001463741,0.004741,89.26,0.00074598,0.001774,0.003946109,0.000357443,0.0000365,0.003591,0.8534,0.00009677,0.02192,0.89
0.6349,0.0001775,0.000850118,0.004741,89.26,0.000624196,0.001774,0.002549619,0.000343826,0.000036,0.003345,0.8471,0.00007771,0.02325,0.9277
0.6349,0.0001775,0.000937363,0.004741,89.26,0.000768536,0.001774,0.003498489,0.000411644,0.0000348,0.003392,0.8538,0.0001195,0.02374,0.8645
0.6349,0.0001775,0.001180193,0.004741,89.26,0.000571663,0.001774,0.003445792,0.000377984,0.000037,0.003751,0.8541,0.0001021,0.02502,0.8909
0.6349,0.0001775,0.001418886,0.004741,89.26,0.000706533,0.001774,0.004311819,0.000379282,0.0000351,0.003482,0.8555,0.0001232,0.02398,0.8627
0.6349,0.0001775,0.000802294,0.004741,89.26,0.000702648,0.001774,0.003062733,0.000414111,0.0000355,0.003407,0.8491,0.00003262,0.02378,1.049
0.6349,0.0001775,0.000784382,0.004741,89.26,0.000774359,0.001774,0.002691124,0.000397701,0.0000382,0.003582,0.8452,0.0001545,0.02377,0.838
0.6349,0.0001775,0.000692574,0.004741,89.26,0.000629774,0.001774,0.002750153,0.000346225,0.0000423,0.003654,0.8273,0.000128,0.02458,0.8534
0.6349,0.0001775,0.001036362,0.004741,89.26,0.0005362,0.001774,0.003614831,0.000406969,0.0000349,0.003487,0.8534,0.0001154,0.02657,0.8716
0.6349,0.0001775,0.000621313,0.004741,89.26,0.000683745,0.001774,0.002587478,0.000428855,0.0000432,0.003886,0.831,0.0001336,0.02466,0.839
0.6349,0.0001775,0.000769685,0.004741,89.26,0.000665632,0.001774,0.002572567,0.0003757,0.0000375,0.00343,0.8411,0.00009915,0.02635,0.908
